2017,켈리,SK,16,7,0,0,0,30,30,190,8.95,2.13,0.76,0.342,73.7,3.6,6.91,3.69,3.44,6.62
2017,소사,LG,11,11,1,0,0,30,29,185.1,7.43,1.85,0.53,0.319,67.1,3.88,6.8,3.52,3.41,6.08
2017,양현종,KIA,20,6,0,0,0,31,31,193.1,7.36,2.09,0.79,0.332,72.1,3.44,6.54,3.94,3.82,5.64
2017,차우찬,LG,10,7,0,0,0,28,28,175.2,8.04,1.95,1.02,0.298,75,3.43,6.11,4.2,4.03,4.63
2017,허프,LG,6,4,0,0,0,19,17,124.2,7.07,1.01,0.51,0.255,74.4,2.38,6.03,3.28,3.19,4.54
2017,헥터*,KIA,20,5,0,0,0,30,30,201.2,6.65,2.01,0.94,0.318,77.8,3.48,7.51,4.34,4.32,4.53
2017,레일리,롯데,13,7,0,0,0,30,30,187.1,7.49,2.11,0.91,0.323,74.1,3.8,6.13,4.36,4.31,4.38
2017,밴헤켄,넥센,8,7,0,0,0,24,24,138.1,9.04,2.73,0.85,0.325,70,3.77,4.04,3.9,3.62,4.3
2017,피어밴드,KT,8,10,0,0,0,26,26,160,7.42,1.74,1.12,0.289,76.1,3.04,6.52,4.42,4.32,3.94
2017,고영표,KT,8,12,0,1,0,25,24,141.2,7.94,1.02,0.83,0.362,64.6,5.08,2.97,3.88,3.78,3.87
2017,장원준,두산,14,9,0,0,0,29,29,180.1,6.24,2.55,0.6,0.293,75.8,3.14,7.28,4.26,4.35,3.85
2017,함덕주,두산,9,8,0,2,0,35,24,137.1,9.11,4.19,0.52,0.321,73.1,3.67,4.99,3.91,3.67,3.78
2017,팻딘,KIA,9,7,0,0,0,30,29,176,7.31,1.99,1.12,0.353,76.5,4.14,5.66,4.65,4.61,3.64
2017,니퍼트,두산,14,8,0,0,0,30,30,179.2,8.01,3.86,1,0.308,74.4,4.06,6.14,4.85,4.75,3.59
2017,최원태,넥센,11,7,0,0,0,25,25,149.1,7.59,2.05,1.15,0.323,72.6,4.46,4.45,4.63,4.54,3.24
2017,윤성환,삼성,12,9,0,0,0,28,28,174.1,6.71,1.91,1.14,0.305,72.7,4.28,5.36,4.78,4.8,3.03
2017,해커,NC,12,7,0,0,0,26,26,160.1,5.44,1.63,0.79,0.288,75.7,3.42,6.35,4.45,4.61,2.99
2017,유희관,두산,11,6,0,1,0,30,29,188.2,5.06,1.96,0.95,0.329,69.7,4.53,4.79,4.78,4.97,2.89
2017,맨쉽,NC,12,4,0,0,0,21,21,112.2,6.87,2.64,0.56,0.311,71,3.67,3.78,4.08,4.09,2.79
2017,임기영,KIA,8,6,0,0,0,23,19,118.1,5.55,1.37,0.68,0.331,72.3,3.65,4.25,4.07,4.19,2.79
2017,브리검,넥센,10,6,0,0,0,24,24,144,6.12,1.62,1.06,0.323,70.6,4.38,4.32,4.72,4.81,2.69
2017,박세웅,롯데,12,6,0,0,0,28,28,171.1,6.15,2.94,1.1,0.29,78.3,3.68,5.92,5.07,5.14,2.54
2017,오간도,한화,10,5,0,0,0,19,19,110,6.05,2.45,0.65,0.308,71.1,3.93,3.31,4.45,4.58,2.25
2017,백정현,삼성,8,4,0,3,0,35,14,100.2,8.4,3.22,0.98,0.336,73.2,4.38,3.01,4.51,4.34,2.25
2017,송승준,롯데,11,5,0,1,1,30,22,130.1,7.8,2.83,1.31,0.298,75.8,4.21,4.22,4.91,4.77,2.2
2017,류제국,LG,8,6,0,0,0,25,25,131.1,7.33,3.77,0.69,0.327,63.5,5.35,1.53,4.79,4.84,2.15
2017,린드블럼,롯데,5,3,0,0,0,12,12,72.2,9.41,2.23,1.24,0.298,76.4,3.72,2.96,4.26,3.92,2.14
2017,우규민,삼성,7,10,0,0,0,27,25,133,6.77,1.56,1.29,0.334,60.6,5.21,1.48,4.95,4.98,2.14
2017,임찬규,LG,6,10,0,0,0,27,26,124.1,8.18,3.26,0.87,0.335,71.3,4.63,3.15,4.81,4.79,2.04
2017,비야누에바,한화,5,7,0,0,0,20,20,112,5.46,1.85,0.96,0.275,65.4,4.18,3.34,4.66,4.79,1.93
2017,구창모,NC,7,10,0,0,1,31,25,115,9.23,3.91,1.41,0.367,67.3,5.32,1.86,5.13,4.86,1.93
2017,손승락,롯데,1,3,37,0,5,61,0,62,9,1.6,1.02,0.311,89.9,2.18,3.91,3.69,3.37,1.82
2017,정우람,한화,6,4,26,0,5,56,0,59,11.9,2.9,0.76,0.304,79.4,2.75,2.85,3.26,2.69,1.81
2017,로치,KT,4,15,0,0,0,28,28,165,5.4,3.33,0.98,0.334,67.4,4.69,2.66,5.28,5.48,1.81
2017,윤희상,SK,6,7,0,0,0,23,22,120,6.15,2.48,1.2,0.34,63.1,6,1.52,5.13,5.22,1.8
2017,다이아몬드,SK,10,7,0,0,0,24,24,134.1,3.95,2.34,0.74,0.329,72,4.42,4.26,4.88,5.22,1.77
2017,장현식,NC,9,9,0,0,0,31,22,134.1,8.04,4.42,1.21,0.314,67.1,5.29,2.64,5.28,5.16,1.73
2017,신재영,넥센,6,7,1,2,0,34,15,125,5.4,1.87,1.01,0.306,69.4,4.54,2.87,4.95,5.15,1.71
2017,원종현,NC,3,6,0,22,0,68,0,80,7.76,2.14,0.45,0.336,63.9,4.39,2.02,3.6,3.52,1.71
2017,배영수,한화,7,8,0,0,0,25,25,128,6.05,2.04,1.2,0.328,66.4,5.06,2.47,5.1,5.21,1.68
2017,박종훈,SK,12,7,0,1,0,29,28,151.1,6.36,3.63,0.95,0.287,75.3,4.1,4.31,5.38,5.55,1.62
2017,이상화,KT,4,3,6,4,1,70,0,66,7.77,2.18,0.55,0.337,68,3.95,2.43,3.57,3.45,1.54
2017,장필준,삼성,4,8,21,3,7,56,0,67.1,10.96,3.48,0.8,0.409,72.4,4.68,1.55,3.66,3.21,1.49
2017,김진성,NC,10,6,0,15,2,69,0,89.2,9.84,2.71,1.3,0.268,76.1,3.61,3.2,4.3,3.92,1.47
2017,애디튼,롯데,2,7,0,0,0,15,13,70,7.71,3.21,0.9,0.351,58,5.91,0.43,4.61,4.53,1.41
2017,이민호,NC,5,1,3,6,1,60,3,88.2,8.73,3.05,1.02,0.312,71.4,4.06,1.97,4.41,4.22,1.38
2017,김세현,KIA,1,5,18,7,8,48,0,50,8.46,2.7,0.72,0.384,66.8,5.4,0.86,3.79,3.59,1.38
2017,조상우,넥센,5,3,0,2,0,13,7,44.1,9.14,3.05,0.61,0.379,67.9,4.87,0.89,3.67,3.39,1.31
2017,이재학,NC,5,7,0,0,0,28,23,119,8.85,3.1,1.66,0.35,65.4,5.67,1.04,5.53,5.35,1.31
2017,한현희,넥센,5,6,5,5,2,38,13,106.2,6.67,1.43,1.18,0.278,65.3,4.47,2.07,4.92,4.99,1.3
2017,김강률,두산,7,2,7,12,1,70,0,89,7.38,3.24,0.61,0.316,73.5,3.44,2.68,4.15,4.09,1.27
2017,김재윤,KT,3,5,15,0,4,41,0,37.1,7.47,2.65,0.24,0.348,54.3,5.79,0.73,3.15,3.05,1.24
2017,김원중,롯데,7,8,0,0,0,24,24,107.1,7.3,4.7,1.09,0.347,70.3,5.7,2.22,5.53,5.56,1.23
2017,박진형,롯데,4,4,2,10,3,45,9,88,9.72,4.81,0.82,0.349,68.9,5.11,1.7,4.43,4.14,1.12
2017,오주원,넥센,2,7,1,18,1,57,3,73.2,6.84,1.83,1.22,0.352,69.7,4.76,1.48,4.63,4.58,1.11
2017,윤규진,한화,8,7,0,2,0,36,18,119,7.03,3.33,1.44,0.328,72.1,5.22,2.23,5.46,5.42,1.09
2017,김재영,한화,5,7,0,0,1,20,15,85.1,5.38,2,0.95,0.337,67.8,4.54,1.6,5,5.23,1.06
2017,페트릭,삼성,3,10,0,0,0,25,24,134,5.84,3.49,1.21,0.344,66.2,6.18,1.71,5.46,5.58,1.05
2017,이보근,넥센,6,2,6,18,3,55,0,52.2,9.91,2.91,1.54,0.353,70.8,5.47,0.96,4.72,4.32,1.05
2017,김상수,넥센,0,7,15,9,5,60,0,61.1,9.1,3.23,1.17,0.309,75.5,3.82,0.92,4.39,4.11,1.03
2017,신정락,LG,3,5,10,12,3,63,0,59,8.85,3.66,0.61,0.341,59.3,5.34,0.51,4.23,4.12,0.97
